6.02E-01,1.80E-01,5.76E-02,5.21E-02,1.09E-01,6.38E-01
6.02E-01,1.80E-01,5.76E-02,5.21E-02,1.09E-01,5.40E-01
6.02E-01,1.80E-01,5.76E-02,5.21E-02,1.09E-01,5.76E-01
6.02E-01,1.80E-01,5.76E-02,5.21E-02,1.09E-01,4.52E-01
6.02E-01,1.80E-01,5.76E-02,5.21E-02,1.09E-01,5.35E-01
6.02E-01,1.80E-01,5.76E-02,5.21E-02,1.09E-01,5.56E-01
6.02E-01,1.80E-01,5.76E-02,5.21E-02,1.09E-01,5.76E-01
6.02E-01,1.80E-01,5.76E-02,5.21E-02,1.09E-01,4.51E-01
6.02E-01,1.80E-01,5.76E-02,5.21E-02,1.09E-01,4.72E-01
6.02E-01,1.80E-01,5.76E-02,5.21E-02,1.09E-01,5.42E-01
6.02E-01,1.80E-01,5.76E-02,5.21E-02,1.09E-01,5.09E-01
6.02E-01,1.80E-01,5.76E-02,5.21E-02,1.09E-01,6.96E-01
